Node Number = 2157
402266.478152 3946792.981914 35.660158
418028.408600 3935615.063005 35.560820
410834.434606 3946262.928860 35.656191
411221.352063 3945817.357841 35.652209
402646.926160 3946656.583729 35.658966
402150.694141 3946266.459017 35.655400
402824.787739 3947275.280476 35.664561
403208.471460 3947537.212198 35.666960
403990.013877 3947821.033965 35.669595
404604.733799 3948008.096857 35.671341
405211.626321 3948185.190547 35.672996
406024.165015 3948228.145753 35.673461
406809.549689 3948090.760205 35.672297
407588.026386 3947896.278654 35.670617
408131.740191 3947194.251346 35.664339
417812.529474 3934996.448217 35.555225
410047.473250 3946659.088810 35.659691
409252.755088 3946572.208863 35.658835
417514.636215 3935531.502367 35.560024
417699.765175 3936136.418147 35.565493
410327.746015 3945689.215918 35.650973
411801.441082 3945162.903912 35.646361
410916.209146 3944990.359522 35.644726
416805.007221 3939493.200476 35.595681
416512.566863 3940151.813326 35.601594
415946.761555 3940778.736685 35.607198
415345.699353 3941394.941423 35.612702
414955.764350 3941803.521369 35.616352
414359.472905 3942411.765449 35.621784
412380.486117 3944513.270921 35.640556
402718.120253 3946163.285224 35.654526
403057.320969 3946583.881106 35.658351
402624.047692 3945600.135639 35.649440
403532.470387 3946813.438337 35.660467
404077.629464 3947241.490563 35.664379
404818.554572 3947283.003553 35.664825
405550.719793 3947497.827935 35.666832
406305.582771 3947241.588878 35.664594
407179.939896 3947233.085885 35.664600
407641.406008 3946647.473011 35.659364
408504.511596 3946648.758438 35.659456
417181.600986 3935058.736144 35.555734
417539.390259 3934590.335661 35.551541
409396.163712 3945639.973619 35.650444
408609.379912 3945912.133192 35.652825
416941.032988 3938524.698506 35.586961
417058.044029 3937583.442332 35.578485
416995.798541 3938051.775429 35.582702
417385.217739 3936482.623417 35.568588
417122.596237 3937108.988107 35.574213
416968.582695 3935847.142119 35.562824
410014.836667 3944765.487014 35.642617
411439.664837 3944201.012319 35.637657
410560.304377 3944109.416980 35.636752
416068.051926 3938690.268538 35.588380
415601.028212 3939786.590135 35.598224
414813.048754 3940821.224666 35.607484
414250.257684 3941575.349417 35.614234
413543.133804 3942173.845925 35.619568
413357.991199 3943447.711959 35.631036
412049.111558 3943306.359625 35.629646
403369.591678 3945919.909875 35.652396
402983.835533 3945149.722283 35.645415
404270.038301 3946345.787140 35.656323
405448.662803 3946421.036206 35.657115
406679.628216 3946232.663441 35.655534
407778.420288 3945883.325361 35.652488
387752.734797 3945423.643045 35.646270
388591.121833 3945733.817208 35.649161
389425.031159 3945746.933271 35.649373
416532.357410 3935100.276039 35.556054
416849.044178 3934329.528910 35.549132
409150.853106 3944553.522875 35.640627
408256.787706 3944976.555504 35.644358
416297.006259 3937656.437015 35.579079
416564.210220 3936665.515998 35.570168
416138.526600 3935911.692764 35.563336
409694.201837 3943595.039406 35.632036
410862.613894 3943209.340599 35.628665
415523.555358 3937872.037796 35.580957
414924.854764 3938744.692646 35.588773
414241.079319 3939783.484348 35.598079
413445.702879 3941020.083993 35.609158
412550.947649 3942157.685383 35.619335
411370.292072 3942188.987040 35.619512
403838.983156 3945321.030801 35.647043
403262.667289 3944728.823671 35.641648
404747.545316 3945393.789179 35.647787
405834.930064 3945280.496928 35.646870
406935.617883 3945008.575110 35.644523
388343.869232 3944999.982827 35.642518
387802.575140 3944420.947560 35.637237
389059.931269 3944989.919192 35.642508
389758.077793 3944871.420616 35.641518
415819.452355 3935118.837064 35.556161
416096.452612 3934288.982105 35.548703
408456.445696 3943762.086532 35.633428
407351.424478 3943993.038176 35.635407
408797.824823 3942707.791215 35.623955
415586.385744 3936831.664997 35.571583
415245.068842 3935712.375219 35.561463
410014.523377 3942288.101565 35.620283
414542.456538 3937529.537815 35.577785
413713.421452 3938488.120798 35.586355
412892.223705 3939664.895903 35.596892
411944.880333 3940841.780269 35.607418
410744.025872 3941297.754042 35.611421
403407.985373 3944118.365960 35.636159
402727.749740 3943962.598071 35.634688
404122.151293 3944341.263148 35.638238
405018.649462 3944437.032983 35.639188
405940.050300 3943935.180776 35.634752
387856.467311 3943429.407610 35.628305
388675.296324 3944406.330164 35.637204
388334.041695 3943920.499427 35.632786
389351.485648 3944208.204018 35.635494
392165.990033 3944976.039393 35.642727
393004.997266 3944889.370926 35.642037
415196.589985 3934616.046221 35.551575
415343.984050 3933611.921745 35.542535
408975.028545 3941684.805714 35.614749
407626.884304 3942796.174773 35.624643
406598.053350 3943022.100479 35.626583
407944.812555 3941774.368826 35.615461
414429.749780 3936369.377454 35.567316
414433.488485 3935170.833449 35.556511
409707.434473 3940986.960679 35.608525
413281.260742 3937103.453004 35.573834
412424.421379 3938275.843544 35.584328
411582.288735 3939373.416854 35.594148
410660.352711 3940188.577816 35.601414
401941.358068 3943470.164186 35.630171
403561.463226 3943431.505674 35.629982
402783.868600 3943197.030243 35.627792
404555.421694 3943266.053973 35.628587
405563.560313 3942641.218948 35.623051
387933.330310 3941943.926927 35.614923
387904.093064 3942435.175471 35.619348
388279.892905 3942946.627560 35.624001
388531.611082 3943425.146361 35.628343
389041.183563 3943761.787869 35.631435
397248.957763 3944975.143935 35.643261
391526.433502 3944390.101469 35.637375
391457.529568 3943945.326588 35.633358
392385.501584 3944385.443483 35.637427
393208.217169 3944475.928964 35.638332
414977.389402 3933128.570752 35.538146
414617.889129 3932642.171382 35.533730
414413.287397 3934018.109682 35.546117
408480.174538 3940667.925648 35.605536
406619.709313 3941822.212700 35.615768
407322.796520 3940918.928679 35.607691
413456.420330 3935746.728337 35.561618
413580.514414 3934727.263751 35.552438
412461.906235 3936102.169738 35.564735
409458.519292 3939882.240547 35.598543
408460.803868 3939619.554879 35.596083
411857.697702 3937070.147943 35.573408
411056.448959 3938056.551365 35.582229
